t_s,phase,frame,adapt_on,drift,drift_frac,err_masked_deg,err_leg_deg,err_all_deg,act_dev_max,dev_clamped,loop_ms
0.6402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.28
0.6601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.33
0.6803,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.17
0.7003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.29
0.7202,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.10
0.7402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.16
0.7601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.00
0.7802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.07
0.8007,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.04
0.8201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.84
0.8402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,14.03
0.8603,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.38
0.8802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.10
0.9003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.20
0.9202,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.98
0.9402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.75
0.9603,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.68
0.9802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.06
1.0004,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.30
1.0201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.03
1.0403,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,14.12
1.0614,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.86
1.0802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,6.62
1.1005,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.01
1.1205,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.04
1.1402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.14
1.1602,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.77
1.1802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.26
1.2005,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.15
1.2206,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,6.80
1.2402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.75
1.2603,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.21
1.2802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.94
1.3003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.43
1.3203,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.02
1.3403,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.12
1.3601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,15.17
1.3812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.51
1.4007,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.32
1.4201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.00
1.4402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.22
1.4603,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.20
1.4812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.08
1.5003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.20
1.5202,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.03
1.5401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.38
1.5601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.32
1.5803,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.08
1.6004,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.83
1.6212,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.92
1.6403,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.50
1.6602,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.85
1.6802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.09
1.7005,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.11
1.7214,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.11
1.7402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.31
1.7603,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.17
1.7813,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.81
1.8006,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.94
1.8202,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.83
1.8401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.28
1.8601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.94
1.8802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.46
1.9001,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.55
1.9201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.76
1.9402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.32
1.9601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.84
1.9812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.35
2.0007,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.16
2.0205,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.03
2.0401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.84
2.0604,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.20
2.0801,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.66
2.1014,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.36
2.1203,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.84
2.1414,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.83
2.1602,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.85
2.1802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.14
2.2008,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.13
2.2212,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.63
2.2402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.08
2.2601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.37
2.2811,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.98
2.3004,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.86
2.3214,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.81
2.3411,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.86
2.3603,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.08
2.3813,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.12
2.4003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.16
2.4211,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.78
2.4401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.89
2.4612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.13
2.4802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.08
2.5005,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.38
2.5201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.78
2.5403,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.33
2.5601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.89
2.5812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.24
2.6006,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.98
2.6202,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.04
2.6412,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.07
2.6602,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.32
2.6801,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.85
2.7009,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.21
2.7201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.34
2.7412,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.25
2.7611,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.59
2.7812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.09
2.8001,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.92
2.8211,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.18
2.8401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.17
2.8614,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.49
2.8811,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.96
2.9009,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.23
2.9212,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.33
2.9412,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.04
2.9611,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,6.54
2.9801,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.36
3.0011,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.23
3.0202,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.10
3.0412,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.07
3.0611,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.90
3.0811,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.83
3.1005,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.47
3.1201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.82
3.1401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.08
3.1613,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.13
3.1801,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.96
3.2004,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.21
3.2213,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.09
3.2401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.91
3.2611,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.74
3.2812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.32
3.3002,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.66
3.3212,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.18
3.3414,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.18
3.3612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.12
3.3802,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.74
3.4008,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.83
3.4213,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.77
3.4402,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.80
3.4613,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.69
3.4812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.81
3.5007,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.17
3.5201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.54
3.5401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.02
3.5601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.27
3.5813,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.19
3.6005,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.10
3.6212,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.71
3.6412,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.58
3.6611,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.40
3.6801,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.07
3.7001,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.20
3.7211,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.00
3.7404,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,5.06
3.7613,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.75
3.7810,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.98
3.8015,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.25
3.8213,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.36
3.8411,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.98
3.8612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.19
3.8813,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.98
3.9026,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.36
3.9211,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.49
3.9413,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.17
3.9611,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.64
3.9810,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.16
4.0004,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.15
4.0211,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.73
4.0401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.20
4.0611,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.23
4.0810,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.99
4.1007,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.27
4.1214,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.39
4.1401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.52
4.1612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.66
4.1812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.94
4.2003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.30
4.2201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.07
4.2401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.08
4.2612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.28
4.2801,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.91
4.3014,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.94
4.3213,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.81
4.3413,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.86
4.3613,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.28
4.3812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.99
4.4004,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,13.20
4.4214,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.18
4.4410,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.82
4.4601,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.68
4.4812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.04
4.5003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.49
4.5202,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.08
4.5413,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,6.99
4.5610,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.38
4.5801,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.94
4.6002,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.89
4.6207,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.09
4.6401,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,2.49
4.6612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.52
4.6811,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.82
4.7007,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.98
4.7213,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.61
4.7410,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.49
4.7612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.53
4.7813,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.02
4.8003,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.87
4.8201,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.04
4.8412,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.08
4.8612,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.34
4.8810,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.20
4.9005,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.25
4.9204,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.50
4.9411,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.80
4.9613,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.09
4.9812,ramp,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.94
5.0006,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.03
5.0213,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.23
5.0412,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.96
5.0601,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.95
5.0812,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.87
5.1012,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.25
5.1201,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.96
5.1410,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.24
5.1610,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.21
5.1811,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.84
5.2013,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.35
5.2211,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.88
5.2410,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.55
5.2612,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.36
5.2810,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.90
5.3003,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.14
5.3201,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.34
5.3410,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.01
5.3611,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.92
5.3812,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.88
5.4001,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.16
5.4202,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.82
5.4412,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.68
5.4609,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,6.51
5.4811,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.99
5.5001,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.03
5.5201,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.02
5.5401,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.06
5.5612,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.32
5.5809,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.71
5.6006,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.35
5.6206,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.56
5.6409,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.55
5.6610,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.07
5.6811,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,6.93
5.7001,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.97
5.7210,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.88
5.7412,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.30
5.7610,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.94
5.7810,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.09
5.8016,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.81
5.8210,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.38
5.8408,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.09
5.8611,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.55
5.8811,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.05
5.9013,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.90
5.9210,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.73
5.9411,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.14
5.9611,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.85
5.9811,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,2.02
6.0003,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.86
6.0203,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.75
6.0410,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.79
6.0601,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.00
6.0810,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.94
6.1004,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.07
6.1209,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.72
6.1409,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.40
6.1602,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.13
6.1807,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.74
6.2004,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.50
6.2212,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.86
6.2412,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.93
6.2612,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.73
6.2812,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,8.71
6.3012,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.78
6.3209,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.86
6.3411,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.46
6.3610,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.23
6.3809,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.10
6.4002,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,10.10
6.4213,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,11.28
6.4412,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,9.93
6.4603,settle,0,0,0.000000,0.000000,nan,nan,nan,0.0000,0,7.00
