t_s,wall_time,phase,frame,roll,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_quat_x,base_quat_y,base_quat_z,base_quat_w,left_hip_pitch_joint__pos_meas,left_hip_pitch_joint__vel_meas,left_hip_pitch_joint__tgt,left_hip_roll_joint__pos_meas,left_hip_roll_joint__vel_meas,left_hip_roll_joint__tgt,left_hip_yaw_joint__pos_meas,left_hip_yaw_joint__vel_meas,left_hip_yaw_joint__tgt,left_knee_joint__pos_meas,left_knee_joint__vel_meas,left_knee_joint__tgt,left_ankle_pitch_joint__pos_meas,left_ankle_pitch_joint__vel_meas,left_ankle_pitch_joint__tgt,left_ankle_roll_joint__pos_meas,left_ankle_roll_joint__vel_meas,left_ankle_roll_joint__tgt,right_hip_pitch_joint__pos_meas,right_hip_pitch_joint__vel_meas,right_hip_pitch_joint__tgt,right_hip_roll_joint__pos_meas,right_hip_roll_joint__vel_meas,right_hip_roll_joint__tgt,right_hip_yaw_joint__pos_meas,right_hip_yaw_joint__vel_meas,right_hip_yaw_joint__tgt,right_knee_joint__pos_meas,right_knee_joint__vel_meas,right_knee_joint__tgt,right_ankle_pitch_joint__pos_meas,right_ankle_pitch_joint__vel_meas,right_ankle_pitch_joint__tgt,right_ankle_roll_joint__pos_meas,right_ankle_roll_joint__vel_meas,right_ankle_roll_joint__tgt,waist_yaw_joint__pos_meas,waist_yaw_joint__vel_meas,waist_yaw_joint__tgt,waist_pitch_joint__pos_meas,waist_pitch_joint__vel_meas,waist_pitch_joint__tgt,waist_roll_joint__pos_meas,waist_roll_joint__vel_meas,waist_roll_joint__tgt,left_shoulder_pitch_joint__pos_meas,left_shoulder_pitch_joint__vel_meas,left_shoulder_pitch_joint__tgt,left_shoulder_roll_joint__pos_meas,left_shoulder_roll_joint__vel_meas,left_shoulder_roll_joint__tgt,left_shoulder_yaw_joint__pos_meas,left_shoulder_yaw_joint__vel_meas,left_shoulder_yaw_joint__tgt,left_elbow_joint__pos_meas,left_elbow_joint__vel_meas,left_elbow_joint__tgt,left_wrist_yaw_joint__pos_meas,left_wrist_yaw_joint__vel_meas,left_wrist_yaw_joint__tgt,left_wrist_pitch_joint__pos_meas,left_wrist_pitch_joint__vel_meas,left_wrist_pitch_joint__tgt,left_wrist_roll_joint__pos_meas,left_wrist_roll_joint__vel_meas,left_wrist_roll_joint__tgt,right_shoulder_pitch_joint__pos_meas,right_shoulder_pitch_joint__vel_meas,right_shoulder_pitch_joint__tgt,right_shoulder_roll_joint__pos_meas,right_shoulder_roll_joint__vel_meas,right_shoulder_roll_joint__tgt,right_shoulder_yaw_joint__pos_meas,right_shoulder_yaw_joint__vel_meas,right_shoulder_yaw_joint__tgt,right_elbow_joint__pos_meas,right_elbow_joint__vel_meas,right_elbow_joint__tgt,right_wrist_yaw_joint__pos_meas,right_wrist_yaw_joint__vel_meas,right_wrist_yaw_joint__tgt,right_wrist_pitch_joint__pos_meas,right_wrist_pitch_joint__vel_meas,right_wrist_pitch_joint__tgt,right_wrist_roll_joint__pos_meas,right_wrist_roll_joint__vel_meas,right_wrist_roll_joint__tgt,head_yaw_joint__pos_meas,head_yaw_joint__vel_meas,head_yaw_joint__tgt,head_pitch_joint__pos_meas,head_pitch_joint__vel_meas,head_pitch_joint__tgt,cmd_sin,cmd_cos,cmd_height,pelvis_roll,proj_g_x,proj_g_y,proj_g_z
0.0001,1788395477.0111,ramp,0,0.006212,0.007469808475252133,-0.03562410721658119,0.018239428545410264,-0.022465189918875694,0.043964821845293045,0.5093197226524353,0.8591599464416504,-0.20257806777954102,-0.0061054229736328125,-0.22328626304161725,0.1093907356262207,-0.0061054229736328125,0.25683810306256866,9.584426879882812e-05,0.0061054229736328125,-0.015627138781163497,0.4290294647216797,-0.0061054229736328125,0.4134972360104488,-0.32836341857910156,0.04273414611816406,-0.3189654741730951,-0.09443426132202148,0.0061054229736328125,-0.04707262504123701,-0.1845545768737793,0.0061054229736328125,-0.16250430815272418,-0.11054086685180664,-0.0061054229736328125,-0.25971433963315965,0.00968313217163086,-0.0061054229736328125,0.027514979288690643,0.4338226318359375,0.018314361572265625,0.43497269069650263,-0.3525228500366211,0.0061054229736328125,-0.3964297919032839,0.10152864456176758,0.05494499206542969,0.06835591737020393,-0.007765769958496094,0.0061054229736328125,0.0023965459223790233,-0.01615117270316848,-5.826913405085047e-07,-0.015084180475944118,-0.00046931609734306124,0.004980601848021682,0.003052495966232512,0.17669296264648438,-0.0061054229736328125,0.17592658653892537,0.0660562515258789,-0.0061054229736328125,0.06835748772022705,-0.002972126007080078,0.0061054229736328125,-0.002972079334299334,-0.30362796783447266,-0.0061054229736328125,-0.3038200732199539,0.00968313217163086,0.0061054229736328125,0.009682980112564828,-0.01506805419921875,-0.0073261260986328125,-0.015067817578029673,0.01087188720703125,-0.0073261260986328125,0.010871716480350525,0.18225383758544922,-0.0061054229736328125,0.18129521179560373,-0.06835699081420898,-0.0061054229736328125,-0.07084987640631443,-0.0012464523315429688,0.0061054229736328125,-0.0018214893401289037,-0.3011355400085449,0.0061054229736328125,-0.30056046559452954,0.007573604583740234,0.0061054229736328125,0.007573485651640674,-0.01621246337890625,0.0073261260986328125,-0.016975136258792923,0.01583099365234375,-0.0073261260986328125,0.015830745050334973,0.0001437664031982422,0.0030689239501953125,4.792138185417665e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.007587747182697058,0.11443331837654114,-0.007537830621004105,-0.993402361869812
0.0205,1788395477.0316,ramp,0,0.006552,0.22538150877491328,-0.24362096644864797,0.005254063129644061,-0.021928735077381134,0.04338131472468376,0.5094401240348816,0.8591320514678955,-0.20238637924194336,-0.25030517578125,-0.22316713064367957,0.11533451080322266,0.15262603759765625,0.25552412052441337,0.002972126007080078,0.40903472900390625,-0.015547190411996573,0.43133020401000977,0.15262603759765625,0.4134281842444231,-0.32970571517944336,0.09157562255859375,-0.318356847376966,-0.09826898574829102,-0.4945049285888672,-0.04683180171092978,-0.1835956573486328,0.28693580627441406,-0.1626961359526957,-0.1178274154663086,-0.6410255432128906,-0.2583856422821152,0.007573604583740234,-0.40903472900390625,0.02737421278289599,0.4386162757873535,0.4456653594970703,0.4347937706043994,-0.36249399185180664,-0.33577537536621094,-0.39542485801870547,0.11188316345214844,1.5567760467529297,0.06800620881554233,-0.006806850433349609,0.07936477661132812,0.0023842852046103433,-0.015085455827609513,0.06331772410341836,-0.015007009878935988,-0.0010176494501417102,0.11459020788242724,0.003036879411096836,0.17630958557128906,-0.07936477661132812,0.1760497460252338,0.06567239761352539,0.0061054229736328125,0.06851937067318922,-0.00220489501953125,0.03052520751953125,-0.002956874190277809,-0.30362796783447266,0.0061054229736328125,-0.30380052980415323,0.00968313217163086,0.018314361572265625,0.009633442031440955,-0.01506805419921875,-0.0073261260986328125,-0.014990730693531008,0.01087188720703125,0.0073261260986328125,0.010816096829509715,0.18129491806030273,0.04273414611816406,0.18139090542012196,-0.06720638275146484,0.07936477661132812,-0.0709990083103755,-0.0012464523315429688,-0.03052520751953125,-0.0018121706091546977,-0.3011355400085449,0.03052520751953125,-0.3005575983161476,0.007573604583740234,0.018314361572265625,0.007534739734346614,-0.01621246337890625,-0.0073261260986328125,-0.016888291540813415,0.01583099365234375,-0.0073261260986328125,0.015749755032443972,0.0001437664031982422,0.0030689239501953125,4.767621628797045e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.0083477096632123,0.1118319109082222,-0.008295249193906784,-0.9936925172805786
0.0405,1788395477.0514,ramp,0,0.008673,0.0855768200461157,-0.3243320413803776,0.06683231467759351,-0.019797924906015396,0.04179999232292175,0.5100986957550049,0.8588714003562927,-0.20257806777954102,-0.07936477661132812,-0.2230508279317127,0.12070322036743164,0.25030517578125,0.2542413482868849,0.006423473358154297,0.128204345703125,-0.015469141012232873,0.4457106590270996,1.0317459106445312,0.41336077262681187,-0.33680009841918945,-0.33577537536621094,-0.31776267695656885,-0.10517168045043945,-0.21367454528808594,-0.04659669852401761,-0.18091154098510742,0.11599540710449219,-0.1628834073730108,-0.12645578384399414,-0.6043949127197266,-0.2570885047445112,0.002780437469482422,-0.09157562255859375,0.027236789826072857,0.4520382881164551,0.9706954956054688,0.4346191003023053,-0.3711223602294922,-0.628814697265625,-0.3944437937729822,0.12722253799438477,0.3601951599121094,0.06766480669479888,-0.006615161895751953,0.018314361572265625,0.0023723157088909293,-0.016150594176292287,0.1854841278288291,-0.014931672272445039,-0.0021898099088224474,-0.010271762162629882,0.003021633787359704,0.1730499267578125,-0.23809432983398438,0.1761699801723683,0.06567239761352539,-0.06715583801269531,0.06867740850988723,-0.0016298294067382812,0.04273414611816406,-0.0029420302056341347,-0.30151891708374023,0.11599540710449219,-0.30378145059230105,0.00968313217163086,0.018314361572265625,0.009585080600964604,-0.01506805419921875,-0.0073261260986328125,-0.014915474811172575,0.01087188720703125,0.0073261260986328125,0.010761798281478947,0.18110322952270508,-0.018314361572265625,0.18148432608689335,-0.0660562515258789,0.09157562255859375,-0.07114459796678593,-0.0016298294067382812,0.0061054229736328125,-0.0018030732208442796,-0.30017662048339844,-0.0061054229736328125,-0.3005547991426436,0.007573604583740234,0.0061054229736328125,0.007496914127400444,-0.01621246337890625,0.0073261260986328125,-0.016803509597396953,0.01583099365234375,-0.0073261260986328125,0.015670688725662327,4.792213439941406e-05,0.0030689239501953125,4.743687400388746e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.01159965991973877,0.1079939678311348,-0.011531561613082886,-0.9940846562385559
0.0608,1788395477.0718,ramp,0,0.009915,0.041093357923492856,-0.293812348446124,0.05298205440831044,-0.017567884176969528,0.0391954742372036,0.5108532309532166,0.8585941791534424,-0.2039203643798828,0.05494499206542969,-0.22293275401570478,0.12166213989257812,-0.03052520751953125,0.252939040379617,0.008149147033691406,-0.04273414611816406,-0.015389902978000374,0.4625844955444336,0.75091552734375,0.4132923343802639,-0.34657859802246094,-0.5311355590820312,-0.317159457761368,-0.1067056655883789,-0.05494499206542969,-0.0463580148899459,-0.17937755584716797,0.10378456115722656,-0.16307353079815723,-0.13067388534545898,0.018314361572265625,-0.2557716127643025,0.0012464523315429688,-0.128204345703125,0.02709727401954455,0.46814537048339844,0.7753353118896484,0.43444176990106403,-0.382627010345459,-0.34798622131347656,-0.3934477886464565,0.12875652313232422,0.2625160217285156,0.06731820527297604,-0.006615161895751953,0.06715583801269531,0.002360163926629539,-0.01600833569760826,0.04977088075804194,-0.014855187330085482,-0.0028158006827597574,-0.010068667654163258,0.003006155984080805,0.17228317260742188,-0.018314361572265625,0.17629204539638543,0.06260490417480469,-0.25030517578125,0.06883785314562074,-0.0025882720947265625,0.03052520751953125,-0.0029269601581141894,-0.30094385147094727,-0.018314361572265625,-0.30376208081820344,0.00968313217163086,0.018314361572265625,0.009535982661771995,-0.01506805419921875,-0.0073261260986328125,-0.01483907283754346,0.01087188720703125,-0.0073261260986328125,0.010706672806835155,0.1814866065979004,0.07936477661132812,0.18157916948112915,-0.06279659271240234,0.16483497619628906,-0.07129240484567896,-0.0018215179443359375,0.0061054229736328125,-0.001793837286057469,-0.2967252731323242,0.10378456115722656,-0.3005519573398032,0.007573604583740234,0.0061054229736328125,0.007458512464515911,-0.01621246337890625,0.0073261260986328125,-0.016717436487865417,0.01583099365234375,-0.0073261260986328125,0.015590418297672243,4.792213439941406e-05,0.0030689239501953125,4.719388671433917e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.013422578573226929,0.10110627859830856,-0.013353396207094193,-0.9947860240936279
0.0804,1788395477.0914,ramp,0,0.010148,0.022087263556897625,-0.20289968541895284,0.08453938564347534,-0.015911737456917763,0.0366111621260643,0.5112699270248413,0.8584925532341003,-0.2021946907043457,0.1770458221435547,-0.22281829535416584,0.12185382843017578,0.0061054229736328125,0.2516766072782412,0.007381916046142578,-0.04273414611816406,-0.015313091099070059,0.4737057685852051,0.3846149444580078,0.4132259916149623,-0.35578250885009766,-0.3601951599121094,-0.31657470827535406,-0.10708904266357422,-0.03052520751953125,-0.04612663940744504,-0.17650127410888672,0.20146560668945312,-0.16325783291589166,-0.1310577392578125,-0.0061054229736328125,-0.2544950421334449,0.0004792213439941406,0.0061054229736328125,0.02696202998751224,0.4802250862121582,0.4212455749511719,0.43426986910313603,-0.39202213287353516,-0.4456653594970703,-0.39248227977267275,0.12875652313232422,-0.0061054229736328125,0.06698221629106851,-0.004889488220214844,0.03052520751953125,0.0023483842145646146,-0.01778341763669562,-0.09036591775634231,-0.014781044247291732,-0.0035147806882231524,-0.09426333428935654,0.002991152089005902,0.1743922233581543,0.0061054229736328125,0.17641037315778968,0.057427406311035156,-0.28693580627441406,0.06899338519603505,-0.002780437469482422,0.0061054229736328125,-0.002912351533899969,-0.3007521629333496,-0.0061054229736328125,-0.3037433041188911,0.00968313217163086,0.0061054229736328125,0.009488388031270122,-0.01506805419921875,-0.0073261260986328125,-0.014765010183096264,0.01087188720703125,-0.0073261260986328125,0.010653235195398571,0.1849379539489746,0.21367454528808594,0.18167110890625426,-0.0585780143737793,0.23809432983398438,-0.07143568608929594,-0.0018215179443359375,0.0061054229736328125,-0.0017848841423869534,-0.29519128799438477,0.11599540710449219,-0.3005492025489023,0.007573604583740234,0.0061054229736328125,0.007421286605636645,-0.01621246337890625,0.0073261260986328125,-0.016633998813867942,0.01583099365234375,-0.0073261260986328125,0.015512605635404936,0.0001437664031982422,0.0030689239501953125,4.6958339348138436e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.01415995042771101,0.09677600860595703,-0.014093015342950821,-0.9952064156532288
0.1005,1788395477.1117,ramp,0,0.010802,0.010525822756672238,-0.1803159628617832,0.04684800379190934,-0.014519509859383106,0.03486807271838188,0.511850118637085,0.8582440614700317,-0.1977849006652832,0.2625160217285156,-0.2227012981709809,0.12185382843017578,0.0061054229736328125,0.25038617530188784,0.006423473358154297,-0.04273414611816406,-0.015234575647734505,0.4779238700866699,0.20146560668945312,0.41315817746651234,-0.36191844940185547,-0.3113555908203125,-0.31597698992173495,-0.10785675048828125,-0.03052520751953125,-0.045890132363358566,-0.17113256454467773,0.27472496032714844,-0.16344622257850033,-0.1310577392578125,-0.0061054229736328125,-0.2531901590783848,0.0004792213439941406,-0.03052520751953125,0.02682378644545424,0.485018253326416,0.2625160217285156,0.4340941558030292,-0.3993086814880371,-0.372406005859375,-0.3914953573584665,0.12856483459472656,0.0061054229736328125,0.0666387755768767,-0.004122257232666016,0.07936477661132812,0.002336343246132903,-0.021333214541021606,-0.11753446508118787,-0.014705256781993012,-0.0033496507112467724,0.03502703708594163,0.002975815430015096,0.17630958557128906,0.03052520751953125,0.17653132525167883,0.050908565521240234,-0.33577537536621094,0.06915236671432995,-0.002972126007080078,0.0061054229736328125,-0.0028974189122853928,-0.29960155487060547,0.03052520751953125,-0.3037241109805167,0.009874820709228516,0.0061054229736328125,0.00943973782316372,-0.01506805419921875,-0.0073261260986328125,-0.01468930492992434,0.01087188720703125,-0.0073261260986328125,0.01059861241779351,0.1876225471496582,0.03052520751953125,0.18176508741009711,-0.05397653579711914,0.1892547607421875,-0.0715821450962513,-0.0018215179443359375,0.0061054229736328125,-0.001775732431402246,-0.2936568260192871,0.09157562255859375,-0.30054638666086597,0.007573604583740234,0.0061054229736328125,0.007383235132974312,-0.01621246337890625,0.0073261260986328125,-0.016548710617256535,0.01583099365234375,-0.0073261260986328125,0.015433067204857216,0.0001437664031982422,0.0030689239501953125,4.6717567894221394e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.014575096778571606,0.09590810537338257,-0.014507394284009933,-0.9952844381332397
0.1209,1788395477.1320,ramp,0,0.011048,0.014085971871998391,-0.10808529165773378,0.04342531332012871,-0.01364192832261324,0.033610183745622635,0.5122153162956238,0.8580907583236694,-0.19260787963867188,0.20146560668945312,-0.22258293606551438,0.12185382843017578,0.0061054229736328125,0.2490806887805497,0.006040096282958984,-0.018314361572265625,-0.015155144212902113,0.48080015182495117,0.04273414611816406,0.41308957217899644,-0.3670954704284668,-0.22588539123535156,-0.3153722984164831,-0.10862350463867188,-0.018314361572265625,-0.04565086616109897,-0.16518783569335938,0.15262603759765625,-0.1636368100482793,-0.1310577392578125,-0.0061054229736328125,-0.2518700528879621,-0.0002875328063964844,-0.04273414611816406,0.026683930115073494,0.48789501190185547,0.09157562255859375,0.4339163925817879,-0.40486955642700195,-0.27472496032714844,-0.3904969212278046,0.12856483459472656,-0.0061054229736328125,0.06629132818602455,-0.002972126007080078,0.04273414611816406,0.002324161804352547,-0.0247396108398551,-0.15811051555032446,-0.014628585158655335,-0.0022530642230881,0.05964567970615209,0.0029602998492159935,0.17650127410888672,-0.03052520751953125,0.17665368840695814,0.044963836669921875,-0.2625160217285156,0.06931320295605295,-0.0031638145446777344,0.0061054229736328125,-0.0028823120824770045,-0.2994098663330078,-0.03052520751953125,-0.3037046939295531,0.009874820709228516,0.0061054229736328125,0.009390520047948105,-0.01506805419921875,-0.0073261260986328125,-0.014612716477823416,0.01087188720703125,-0.0073261260986328125,0.010543352395391578,0.1876225471496582,-0.04273414611816406,0.18186016229378768,-0.050141334533691406,0.15262603759765625,-0.07173031273547013,-0.0016298294067382812,0.0061054229736328125,-0.0017664739539647294,-0.29308176040649414,-0.018314361572265625,-0.3005435379218822,0.007573604583740234,0.0061054229736328125,0.007344739741052826,-0.01621246337890625,0.0073261260986328125,-0.016462427424383343,0.01583099365234375,-0.0073261260986328125,0.015352600856447386,0.0001437664031982422,0.0030689239501953125,4.647398753231814e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.013616210781037807,0.09626591205596924,-0.013552553951740265,-0.995263397693634
0.1405,1788395477.1515,ramp,0,0.011395,0.03337596233168797,0.026715229997831668,0.0024428133781252788,-0.01311893668025732,0.03304235264658928,0.5126159191131592,0.8578817248344421,-0.18858098983764648,0.128204345703125,-0.22246848876784844,0.12204551696777344,-0.0061054229736328125,0.24781838101813228,0.0054645538330078125,0.018314361572265625,-0.015078339960135025,0.48175859451293945,-0.0061054229736328125,0.4130232360004463,-0.37073850631713867,-0.15262603759765625,-0.31478760698652886,-0.10919904708862305,-0.018314361572265625,-0.0454195136503991,-0.1602029800415039,0.15262603759765625,-0.16382109386782792,-0.1310577392578125,-0.03052520751953125,-0.25059360899968824,-0.0012464523315429688,0.0061054229736328125,0.026548699510561484,0.4894289970397949,0.09157562255859375,0.43374450885079757,-0.4094710350036621,-0.21367454528808594,-0.3895315082132598,0.1283731460571289,-0.0061054229736328125,0.06595537256232742,-0.0020132064819335938,0.03052520751953125,0.002312383261820359,-0.0285686266700844,-0.24823874885298805,-0.014554449437057004,-0.0011618055803365914,0.049552564078081875,0.0029452974437824643,0.17592620849609375,-0.03052520751953125,0.17677200442035107,0.0399785041809082,-0.23809432983398438,0.06946871956467858,-0.0031638145446777344,-0.0061054229736328125,-0.0028677049086602265,-0.2994098663330078,-0.018314361572265625,-0.30368591909445986,0.009874820709228516,0.0061054229736328125,0.009342930142814572,-0.01506805419921875,-0.0073261260986328125,-0.01453866117658642,0.01087188720703125,-0.0073261260986328125,0.010489920089435773,0.1858968734741211,-0.04273414611816406,0.18195209259083167,-0.046689510345458984,0.128204345703125,-0.07187357975360317,-0.0016298294067382812,0.018314361572265625,-0.0017575216991949408,-0.2932734489440918,-0.0061054229736328125,-0.3005407834044869,0.007573604583740234,0.018314361572265625,0.007307517578092473,-0.01621246337890625,0.0073261260986328125,-0.01637899803438217,0.01583099365234375,-0.0073261260986328125,0.015274795919704721,4.792213439941406e-05,0.0030689239501953125,4.6238463552118206e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.012787065468728542,0.09858090430498123,-0.012724433094263077,-0.9950476884841919
0.1604,1788395477.1715,ramp,0,0.011831,0.025630834494438034,0.06341313624950042,0.007574173701212866,-0.013161590322852135,0.0335313081741333,0.5126727223396301,0.8578280806541443,-0.18608856201171875,0.05494499206542969,-0.2223525688763648,0.12204551696777344,-0.0061054229736328125,0.24653983113689792,0.005272865295410156,0.0061054229736328125,-0.015000547466753224,0.4819502830505371,-0.018314361572265625,0.41295604627403254,-0.37303972244262695,-0.11599540710449219,-0.31419539232970445,-0.10958242416381836,-0.03052520751953125,-0.04518518432605737,-0.15905237197875977,0.03052520751953125,-0.16400774886798897,-0.13124942779541016,-0.0061054229736328125,-0.24930074110301198,-0.001438140869140625,0.0061054229736328125,0.026411728893342933,0.49115467071533203,0.04273414611816406,0.43357041349118175,-0.41330575942993164,-0.20146560668945312,-0.38855367322575696,0.1279897689819336,-0.0061054229736328125,0.0656150941963326,-0.0010547637939453125,0.03052520751953125,0.0023004531647362676,-0.0335277368059775,-0.13978021001029994,-0.014479359810844738,-0.0005403851647201862,0.03936827854288014,0.002930102002340724,0.17285823822021484,-0.15262603759765625,0.1768918428063418,0.03633546829223633,-0.128204345703125,0.06962623720610342,-0.0033555030822753906,-0.0061054229736328125,-0.002852909784281965,-0.3003687858581543,-0.06715583801269531,-0.30366690268349145,0.010066509246826172,0.0061054229736328125,0.009294727898189293,-0.01506805419921875,-0.0073261260986328125,-0.014463653005504588,0.01087188720703125,-0.0073261260986328125,0.01043580026979445,0.1814866065979004,-0.1892547607421875,0.18204520575536,-0.04362201690673828,0.128204345703125,-0.07201869018900761,-0.0016298294067382812,0.0061054229736328125,-0.0017484542557287192,-0.29519128799438477,-0.05494499206542969,-0.3005379934447057,0.007765769958496094,0.0061054229736328125,0.007269816477418651,-0.01621246337890625,0.0073261260986328125,-0.016294495158100105,0.01583099365234375,-0.0073261260986328125,0.015195989866542794,0.0001437664031982422,0.0030689239501953125,4.5999909083962376e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.012518263421952724,0.10440462827682495,-0.01244952529668808,-0.9944570064544678
0.1801,1788395477.1911,ramp,0,0.012200,0.02389702507863398,0.11453088218740372,0.018526429925947538,-0.013450749218463898,0.034365467727184296,0.5127492547035217,0.8577448725700378,-0.18532133102416992,-0.0061054229736328125,-0.22223816908341532,0.1222372055053711,-0.0061054229736328125,0.24527804733243827,0.005272865295410156,0.0061054229736328125,-0.014923775093849847,0.4819502830505371,-0.04273414611816406,0.41288973763026415,-0.3751487731933594,-0.06715583801269531,-0.31361094359312236,-0.11034917831420898,-0.018314361572265625,-0.044953927845020496,-0.15866899490356445,-0.0061054229736328125,-0.16419195619511906,-0.13124942779541016,-0.0061054229736328125,-0.24802482704031067,-0.0016298294067382812,-0.0061054229736328125,0.026276554420270087,0.49230527877807617,0.018314361572265625,0.4333986011055886,-0.41637372970581055,-0.1892547607421875,-0.387588660934274,0.12760639190673828,-0.0061054229736328125,0.06527927802089661,-0.0002875328063964844,0.018314361572265625,0.002288679511234532,-0.036500997819637816,-0.0856205148004774,-0.014405254861457785,-7.696289347201268e-05,0.029418888390769744,0.002915105824096749,0.17017364501953125,-0.1770458221435547,0.17701010970919404,0.03441810607910156,-0.05494499206542969,0.06978168926298733,-0.003547191619873047,0.0061054229736328125,-0.0028383086736022364,-0.30324459075927734,-0.11599540710449219,-0.3036481356414456,0.010066509246826172,0.0061054229736328125,0.009247157746645373,-0.01506805419921875,-0.0073261260986328125,-0.014389628443098134,0.01087188720703125,-0.0073261260986328125,0.010382390142488526,0.1774601936340332,-0.23809432983398438,0.1821370978940308,-0.041512489318847656,0.04273414611816406,-0.0721618977399517,-0.0016298294067382812,0.0061054229736328125,-0.0017395057168555338,-0.29883432388305664,-0.05494499206542969,-0.30053524007065385,0.007765769958496094,0.0061054229736328125,0.0072326097646116345,-0.01621246337890625,0.0073261260986328125,-0.01621110039792068,0.01583099365234375,-0.0073261260986328125,0.015118217225027153,0.0001437664031982422,0.0030689239501953125,4.576448286491653e-05,0.0,0.0,0.0,0.0,1.0,0.6899999976158142,0.012349246069788933,0.10908880084753036,-0.01227523386478424,-0.9939562082290649
