t_s,wall_time,phase,frame,roll,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_quat_x,base_quat_y,base_quat_z,base_quat_w,left_hip_pitch_joint__pos_meas,left_hip_pitch_joint__vel_meas,left_hip_pitch_joint__tgt,left_hip_roll_joint__pos_meas,left_hip_roll_joint__vel_meas,left_hip_roll_joint__tgt,left_hip_yaw_joint__pos_meas,left_hip_yaw_joint__vel_meas,left_hip_yaw_joint__tgt,left_knee_joint__pos_meas,left_knee_joint__vel_meas,left_knee_joint__tgt,left_ankle_pitch_joint__pos_meas,left_ankle_pitch_joint__vel_meas,left_ankle_pitch_joint__tgt,left_ankle_roll_joint__pos_meas,left_ankle_roll_joint__vel_meas,left_ankle_roll_joint__tgt,right_hip_pitch_joint__pos_meas,right_hip_pitch_joint__vel_meas,right_hip_pitch_joint__tgt,right_hip_roll_joint__pos_meas,right_hip_roll_joint__vel_meas,right_hip_roll_joint__tgt,right_hip_yaw_joint__pos_meas,right_hip_yaw_joint__vel_meas,right_hip_yaw_joint__tgt,right_knee_joint__pos_meas,right_knee_joint__vel_meas,right_knee_joint__tgt,right_ankle_pitch_joint__pos_meas,right_ankle_pitch_joint__vel_meas,right_ankle_pitch_joint__tgt,right_ankle_roll_joint__pos_meas,right_ankle_roll_joint__vel_meas,right_ankle_roll_joint__tgt,waist_yaw_joint__pos_meas,waist_yaw_joint__vel_meas,waist_yaw_joint__tgt,waist_pitch_joint__pos_meas,waist_pitch_joint__vel_meas,waist_pitch_joint__tgt,waist_roll_joint__pos_meas,waist_roll_joint__vel_meas,waist_roll_joint__tgt,left_shoulder_pitch_joint__pos_meas,left_shoulder_pitch_joint__vel_meas,left_shoulder_pitch_joint__tgt,left_shoulder_roll_joint__pos_meas,left_shoulder_roll_joint__vel_meas,left_shoulder_roll_joint__tgt,left_shoulder_yaw_joint__pos_meas,left_shoulder_yaw_joint__vel_meas,left_shoulder_yaw_joint__tgt,left_elbow_joint__pos_meas,left_elbow_joint__vel_meas,left_elbow_joint__tgt,left_wrist_yaw_joint__pos_meas,left_wrist_yaw_joint__vel_meas,left_wrist_yaw_joint__tgt,left_wrist_pitch_joint__pos_meas,left_wrist_pitch_joint__vel_meas,left_wrist_pitch_joint__tgt,left_wrist_roll_joint__pos_meas,left_wrist_roll_joint__vel_meas,left_wrist_roll_joint__tgt,right_shoulder_pitch_joint__pos_meas,right_shoulder_pitch_joint__vel_meas,right_shoulder_pitch_joint__tgt,right_shoulder_roll_joint__pos_meas,right_shoulder_roll_joint__vel_meas,right_shoulder_roll_joint__tgt,right_shoulder_yaw_joint__pos_meas,right_shoulder_yaw_joint__vel_meas,right_shoulder_yaw_joint__tgt,right_elbow_joint__pos_meas,right_elbow_joint__vel_meas,right_elbow_joint__tgt,right_wrist_yaw_joint__pos_meas,right_wrist_yaw_joint__vel_meas,right_wrist_yaw_joint__tgt,right_wrist_pitch_joint__pos_meas,right_wrist_pitch_joint__vel_meas,right_wrist_pitch_joint__tgt,right_wrist_roll_joint__pos_meas,right_wrist_roll_joint__vel_meas,right_wrist_roll_joint__tgt,head_yaw_joint__pos_meas,head_yaw_joint__vel_meas,head_yaw_joint__tgt,head_pitch_joint__pos_meas,head_pitch_joint__vel_meas,head_pitch_joint__tgt
0.0000,1785806529.6731,ramp,0,0.108935,0.007766177732983221,-0.0062728278367754015,-0.001841245729433948,-0.035485681146383286,0.11799661815166473,0.15456393361091614,-0.9802691340446472,0.06778192520141602,-0.0061054229736328125,0.06643949647257015,0.07487630844116211,-0.0061054229736328125,0.07334197133461119,0.04515552520751953,0.0061054229736328125,0.04515548682578052,0.49901580810546875,-0.0061054229736328125,0.49882310033864957,-0.2675800323486328,0.0061054229736328125,-0.26757937891710815,0.1452469825744629,0.0061054229736328125,0.14524679195152707,0.24667978286743164,0.0061054229736328125,0.24514516471637704,0.1381521224975586,0.0061054229736328125,0.13585067559011288,-0.16231203079223633,0.0061054229736328125,-0.1615442935306233,0.32797956466674805,0.0061054229736328125,0.3274033659686894,-0.39739131927490234,-0.0061054229736328125,-0.39700688083695096,-0.21312427520751953,-0.0061054229736328125,-0.21082299434815369,-0.13067388534545898,-0.0061054229736328125,-0.13239918772695167,-0.11065600405515495,1.2264785989784103e-05,-0.11065494586546318,-0.3662402581042457,0.005264278334527323,-0.3662393640437299,-0.07966995239257812,-0.0061054229736328125,-0.07966977068467572,0.003547191619873047,-0.0061054229736328125,0.0035470307763404204,0.15924406051635742,0.0061054229736328125,0.1592438226734668,-0.031158447265625,-0.0061054229736328125,-0.03115899099418607,2.1236705780029297,0.0061054229736328125,2.123666516541054,-0.5441751480102539,-0.0073261260986328125,-0.5441751824599781,-1.50701904296875,-0.0073261260986328125,-1.5070184187865403,0.06624794006347656,0.0061054229736328125,0.06624759342445243,0.13009881973266602,-0.0061054229736328125,0.13009864754704867,-0.16442108154296875,0.0061054229736328125,-0.16442252475429248,0.008724212646484375,0.0061054229736328125,0.008532053735705024,-2.154541015625,0.0061054229736328125,-2.1545360965385543,-0.5407419204711914,0.0073261260986328125,-0.5407392387380568,1.5096893310546875,-0.0073261260986328125,1.5096893051114202,0.0001437664031982422,0.0030689239501953125,4.792201498344704e-05,0.0,0.0,0.0
0.0211,1785806529.6943,ramp,0,0.109140,-0.11087746625787054,-0.09942052228121445,0.04205726827410102,-0.035510364919900894,0.11837000399827957,0.15465810894966125,-0.9802083969116211,0.06931543350219727,0.03052520751953125,0.06629960750643323,0.07832813262939453,0.07936477661132812,0.07296933012811134,0.0457310676574707,0.04273414611816406,0.04511485076600767,0.50189208984375,0.22588539123535156,0.49774400750355274,-0.27927637100219727,-0.39682579040527344,-0.2668875686141803,0.14179515838623047,-0.39682579040527344,0.14504497292995955,0.2472548484802246,0.04273414611816406,0.24447497208194321,0.1398782730102539,0.0061054229736328125,0.13560633883892254,-0.16212034225463867,0.09157562255859375,-0.16100828386397598,0.3308558464050293,0.27472496032714844,0.3267085736532339,-0.4042940139770508,-0.372406005859375,-0.39588317978785437,-0.21005678176879883,0.018314361572265625,-0.21024961457051805,-0.13067388534545898,-0.07936477661132812,-0.1320060860236566,-0.11170623756076348,0.08087358352298471,-0.10953460424806605,-0.36927875622753237,0.08442961373833671,-0.36529279159828415,-0.08043718338012695,-0.06715583801269531,-0.07947739031388039,0.003738880157470703,0.10378456115722656,0.003376740227404765,0.15924406051635742,-0.04273414611816406,0.15899201027081145,-0.031350135803222656,-0.05494499206542969,-0.03173465501763206,2.1236705780029297,0.018314361572265625,2.119366507948863,-0.5441751480102539,0.021978378295898438,-0.5442116555611456,-1.50701904296875,-0.0073261260986328125,-1.506357575733726,0.06624794006347656,-0.05494499206542969,0.06588059483433968,0.13009881973266602,0.0061054229736328125,0.12991634874510086,-0.16442108154296875,0.0061054229736328125,-0.16595050194141778,0.008724212646484375,-0.018314361572265625,0.008034053561203347,-2.154541015625,0.0061054229736328125,-2.1493280914828956,-0.5407419204711914,0.021978378295898438,-0.5378999961516354,1.5096893310546875,-0.0073261260986328125,1.5096618380869875,0.0001437664031982422,0.0030689239501953125,4.779558521506235e-05,0.0,0.0,0.0
0.0409,1785806529.7139,ramp,0,0.103318,-0.2844750060586836,-0.18533445690944214,0.2627917814898538,-0.03257156163454056,0.11974511295557022,0.15293686091899872,-0.9804134964942932,0.07238340377807617,0.21367454528808594,0.06616867772788929,0.08657312393188477,0.5311355590820312,0.07262055472436993,0.04477214813232422,-0.04273414611816406,0.04507681724232184,0.506110668182373,0.27472496032714844,0.4967340251594893,-0.2959585189819336,-1.1904754638671875,-0.26624006529595495,0.13565921783447266,-0.28693580627441406,0.1448560794058347,0.2472548484802246,-0.03052520751953125,0.24384770192882538,0.14793109893798828,0.4334545135498047,0.1353776506327906,-0.16365432739257812,-0.11599540710449219,-0.16050660293166527,0.3427438735961914,0.7753353118896484,0.3260582793054468,-0.41196393966674805,-0.47008514404296875,-0.39483144616246024,-0.21178245544433594,0.03052520751953125,-0.2097129568956452,-0.1350841522216797,-0.27472496032714844,-0.13163816051545538,-0.11185339372487624,2.1749391715340297e-05,-0.10848601489959807,-0.36890876357094243,0.00527253036602263,-0.3644068423766942,-0.0819711685180664,0.018314361572265625,-0.07929733094222287,0.005656242370605469,0.128204345703125,0.003217355935162236,0.15694332122802734,0.0061054229736328125,0.15875632519124616,-0.03269243240356445,-0.07936477661132812,-0.03227345064381267,2.1225199699401855,0.0061054229736328125,2.115341893368741,-0.5441751480102539,-0.0073261260986328125,-0.544245792742873,-1.50701904296875,-0.0073261260986328125,-1.505739056368356,0.06720638275146484,0.1892547607421875,0.065537100665669,0.13009881973266602,0.018314361572265625,0.1297457252683036,-0.16442108154296875,0.0061054229736328125,-0.1673806198431735,0.006423473358154297,-0.018314361572265625,0.0075679478034516535,-2.153965950012207,0.018314361572265625,-2.1444536330647415,-0.5407419204711914,0.021978378295898438,-0.5352425928314277,1.5096893310546875,-0.0073261260986328125,1.5096361301878907,-4.792213439941406e-05,0.009205818176269531,4.767725264007021e-05,0.0,0.0,0.0
0.0610,1785806529.7339,ramp,0,0.095842,-0.19685817132805356,-0.17557322250024515,0.3386793889895024,-0.02879212237894535,0.1219073086977005,0.15031315386295319,-0.9806709885597229,0.07813644409179688,0.23809432983398438,0.06603551149459685,0.09865283966064453,0.5067157745361328,0.07226582177287638,0.04381370544433594,-0.05494499206542969,0.0450381340554685,0.5110955238342285,0.1892547607421875,0.4957067909737563,-0.3233776092529297,-1.3003654479980469,-0.2655815017599029,0.12453842163085938,-0.5189247131347656,0.1446639593290975,0.24610471725463867,0.0061054229736328125,0.24320971716725007,0.1567516326904297,0.4212455749511719,0.13514505612795247,-0.16844749450683594,-0.27472496032714844,-0.15999635262181675,0.36019229888916016,0.7875461578369141,0.325396877065336,-0.42519426345825195,-0.6532363891601562,-0.3937617475279841,-0.2150421142578125,-0.11599540710449219,-0.209167132393954,-0.1381521224975586,-0.128204345703125,-0.131263950350249,-0.11133589405227165,0.06124461245736643,-0.10741951425047969,-0.36962437978462664,-0.07940668311886463,-0.36350575996412526,-0.07832765579223633,0.21367454528808594,-0.07911419591702623,0.009874820709228516,0.27472496032714844,0.003055249147233975,0.15655994415283203,0.0061054229736328125,0.15851661429707095,-0.03269243240356445,0.0061054229736328125,-0.03282144961586338,2.1217527389526367,0.0061054229736328125,2.1112485330190283,-0.5441751480102539,-0.0073261260986328125,-0.5442805130330652,-1.50701904296875,-0.0073261260986328125,-1.5051099718696215,0.07353401184082031,0.5189247131347656,0.06518773915976502,0.13163280487060547,0.14041519165039062,0.12957218731560083,-0.16442108154296875,0.0061054229736328125,-0.16883516606068638,0.008149147033691406,0.03052520751953125,0.007093880339457018,-2.153965950012207,0.05494499206542969,-2.1394959124139845,-0.5403604507446289,0.021978378295898438,-0.532539797528279,1.5096893310546875,-0.0073261260986328125,1.5096099831636869,4.792213439941406e-05,-0.0030689239501953125,4.755689878731999e-05,0.0,0.0,0.0
0.0801,1785806529.7531,ramp,0,0.090584,-0.06622573396624673,-0.2856747601297643,0.3450949773450169,-0.026161395013332367,0.12422609329223633,0.14723338186740875,-0.9809209108352661,0.08292961120605469,0.09157562255859375,0.06590876364457234,0.10862350463867188,0.47008514404296875,0.07192818633915554,0.03902006149291992,-0.3235645294189453,0.045001315331648396,0.519340991973877,0.5433464050292969,0.4947290677079233,-0.345428466796875,-0.7264957427978516,-0.2649546798529121,0.10919857025146484,-0.9706954956054688,0.14448109910942372,0.2472548484802246,0.14041519165039062,0.2426024821732219,0.1642293930053711,0.3235645294189453,0.13492367227795643,-0.1743922233581543,-0.3113555908203125,-0.15951069549877092,0.3741903305053711,0.6776561737060547,0.3247673532749368,-0.4378495216369629,-0.6410255432128906,-0.3927436065267568,-0.2190685272216797,-0.22588539123535156,-0.2086476156938897,-0.13891887664794922,0.03052520751953125,-0.13090777647099636,-0.11004547975264667,0.05731337719325592,-0.10640441709721961,-0.3782896438883859,-0.5899353789223427,-0.3626481081730949,-0.0744929313659668,0.1770458221435547,-0.07893988768487188,0.016777992248535156,0.4212455749511719,0.002900955627500872,0.15943574905395508,0.15262603759765625,0.15828845705545663,-0.029816150665283203,-0.018314361572265625,-0.03334303598055801,2.1248207092285156,0.09157562255859375,2.107352465593569,-0.5441751480102539,-0.0073261260986328125,-0.5443135598650233,-1.50701904296875,-0.0073261260986328125,-1.5045112081610823,0.08465576171875,0.6654453277587891,0.06485521627720048,0.13393354415893555,0.11599540710449219,0.1294070135935625,-0.16442108154296875,0.0061054229736328125,-0.170219605653764,0.008915901184082031,0.07936477661132812,0.006642662111365003,-2.1530075073242188,0.11599540710449219,-2.134777145366443,-0.5399789810180664,0.021978378295898438,-0.529967272307278,1.5096893310546875,-0.0073261260986328125,1.509585096381051,0.0001437664031982422,0.009205818176269531,4.744234578314543e-05,0.0,0.0,0.0
0.1010,1785806529.7741,ramp,0,0.088844,0.07422165875737106,-0.3220433873185908,0.1832077063971753,-0.02509411983191967,0.12752865254878998,0.1444251388311386,-0.98094242811203,0.08369684219360352,0.04273414611816406,0.06577004094862085,0.11437606811523438,0.20146560668945312,0.07155865188468197,0.02943277359008789,-0.2991447448730469,0.0449610180593173,0.5362143516540527,0.7997550964355469,0.49365897139224924,-0.35539913177490234,-0.4334545135498047,-0.26426863725098704,0.09232521057128906,-0.45787620544433594,0.14428096267594165,0.2516651153564453,0.28693580627441406,0.2419378770108355,0.1690230369567871,0.16483497619628906,0.13468137258998833,-0.17956924438476562,-0.14041519165039062,-0.15897915460554132,0.38684511184692383,0.6043949127197266,0.3240783535218609,-0.45088768005371094,-0.6166057586669922,-0.39162927390082525,-0.2238621711730957,-0.1770458221435547,-0.20807901624852793,-0.13527584075927734,0.16483497619628906,-0.1305179521012112,-0.11137077007644573,-0.16230784758283728,-0.10529341589502415,-0.3946873116322401,-0.798579158905318,-0.36170942740954465,-0.07238340377807617,0.11599540710449219,-0.07874911121105937,0.03058338165283203,0.7020759582519531,0.002732084810196428,0.16058635711669922,-0.0061054229736328125,0.15803874404137813,-0.0325007438659668,-0.0061054229736328125,-0.03391390062771363,2.1250123977661133,-0.04273414611816406,2.1030883066609793,-0.5441751480102539,-0.0073261260986328125,-0.5443497288858073,-1.5066375732421875,0.0073261260986328125,-1.5038558746317925,0.09941959381103516,0.7020759582519531,0.06449127739598086,0.1350841522216797,-0.018314361572265625,0.12922623463741395,-0.16442108154296875,0.0061054229736328125,-0.17173484392168392,0.011983871459960938,0.16483497619628906,0.0061488138208316825,-2.1507062911987305,0.16483497619628906,-2.129612560039943,-0.5395975112915039,0.03663063049316406,-0.5271517008084997,1.5096893310546875,-0.0073261260986328125,1.5095578583523184,0.0001437664031982422,0.0030689239501953125,4.731697007408713e-05,0.0,0.0,0.0
0.1210,1785806529.7939,ramp,0,0.090171,0.11170608386391348,-0.25647945720560716,0.09663041995330089,-0.02537759579718113,0.13081094622612,0.1430661678314209,-0.9807021021842957,0.08484745025634766,0.09157562255859375,0.06563764713188203,0.11801910400390625,0.1770458221435547,0.07120597652389345,0.026556968688964844,-0.10378456115722656,0.04492255925016943,0.5532798767089844,0.6654453277587891,0.49263769556900705,-0.362302303314209,-0.372406005859375,-0.2636138936425869,0.08791494369506836,-0.21367454528808594,0.1440899569712482,0.2574172019958496,0.3113555908203125,0.2413035928119224,0.17247486114501953,0.1770458221435547,0.13445012722480348,-0.1814866065979004,-0.06715583801269531,-0.15847186394827187,0.39604902267456055,0.4334545135498047,0.3234207876750026,-0.4622011184692383,-0.5067157745361328,-0.3905657799393523,-0.2292308807373047,-0.3235645294189453,-0.20753635774372683,-0.12952375411987305,0.27472496032714844,-0.1301459125022136,-0.11407510189524289,-0.18837161509095388,-0.10423310136933549,-0.41328424659481144,-0.9486230694171766,-0.3608135716295419,-0.06931591033935547,0.128204345703125,-0.07856703844107198,0.045156002044677734,0.75091552734375,0.002570918305426689,0.16058635711669922,0.0061054229736328125,0.15780042356471463,-0.03326749801635742,-0.0061054229736328125,-0.03445872099009048,2.1248207092285156,0.0061054229736328125,2.0990186894120195,-0.5441751480102539,-0.0073261260986328125,-0.5443842477846542,-1.5066375732421875,-0.0073261260986328125,-1.5032304390706932,0.11284208297729492,0.6654453277587891,0.06414394232428383,0.13489246368408203,-0.03052520751953125,0.12905370327312352,-0.16442108154296875,-0.05494499206542969,-0.17318095319877558,0.014668464660644531,0.05494499206542969,0.005677496134672351,-2.148789405822754,0.09157562255859375,-2.1246835961198096,-0.5392160415649414,0.03663063049316406,-0.5244645827816512,1.5096893310546875,-0.0073261260986328125,1.5095318629911436,0.0001437664031982422,0.0030689239501953125,4.7197314321041744e-05,0.0,0.0,0.0
0.1403,1785806529.8133,ramp,0,0.091269,0.11998905580865633,-0.16888019933817164,0.054374234351716975,-0.02566838264465332,0.13296100497245789,0.14225834608078003,-0.980522871017456,0.08753156661987305,0.11599540710449219,0.06550967935828357,0.12166213989257812,0.20146560668945312,0.07086509141434055,0.024064064025878906,-0.07936477661132812,0.04488538615324444,0.5634422302246094,0.40903472900390625,0.49165056190559703,-0.3697800636291504,-0.372406005859375,-0.2629810386958179,0.08484745025634766,-0.15262603759765625,0.14390533675728126,0.26201915740966797,0.22588539123535156,0.24069051329836996,0.17650127410888672,0.20146560668945312,0.13422661259801366,-0.18225336074829102,-0.0061054229736328125,-0.15798153246922605,0.40218496322631836,0.2991447448730469,0.3227852048397193,-0.4700627326965332,-0.4334545135498047,-0.3895378395276518,-0.23421669006347656,-0.23809432983398438,-0.20701184079577406,-0.12357950210571289,0.33577537536621094,-0.12978631051817152,-0.11800604291906104,-0.26743434978798086,-0.10320823410205099,-0.4322440148545781,-1.0130504505075575,-0.35994766510568654,-0.06567239761352539,0.21367454528808594,-0.07839105252585242,0.05953693389892578,0.7631263732910156,0.0024151397403694226,0.16058635711669922,0.0061054229736328125,0.15757007035372053,-0.03326749801635742,-0.0061054229736328125,-0.03498532752279591,2.124629020690918,-0.03052520751953125,2.095085123090153,-0.5441751480102539,-0.0073261260986328125,-0.5444176126859865,-1.506256103515625,-0.0073261260986328125,-1.5026259123771164,0.1256885528564453,0.5677661895751953,0.06380821897320457,0.13489246368408203,0.0061054229736328125,0.12888693978591545,-0.16518783569335938,-0.018314361572265625,-0.17457871775551884,0.0152435302734375,0.06715583801269531,0.005221935018292063,-2.1466798782348633,0.15262603759765625,-2.11991941185091,-0.5384531021118164,0.05128288269042969,-0.5218672975023059,1.5096893310546875,-0.0073261260986328125,1.5095067366780321,0.0001437664031982422,0.0030689239501953125,4.708165876632901e-05,0.0,0.0,0.0
0.1609,1785806529.8338,ramp,0,0.093170,0.1038156618638483,-0.10781424011541256,-0.024756206619374777,-0.02639681287109852,0.134457066655159,0.14196190237998962,-0.980342447757721,0.09059953689575195,0.128204345703125,0.06537336724038034,0.12588024139404297,0.20146560668945312,0.07050197834346196,0.022530078887939453,-0.06715583801269531,0.04484578912480221,0.5695781707763672,0.3113555908203125,0.4905990606054711,-0.3762993812561035,-0.2991447448730469,-0.26230691742533063,0.0815877914428711,-0.15262603759765625,0.14370867808560234,0.26604557037353516,0.20146560668945312,0.2400374569499986,0.18110322952270508,0.22588539123535156,0.1339885233408255,-0.18244552612304688,0.0061054229736328125,-0.15745922813819122,0.40717029571533203,0.23809432983398438,0.3221081778043637,-0.47773218154907227,-0.3846149444580078,-0.38844287060964217,-0.24054384231567383,-0.23809432983398438,-0.20645312187740064,-0.11610174179077148,0.2991447448730469,-0.12940326010892717,-0.12437459772758201,-0.2869807164125575,-0.102116538717777,-0.4539903394341089,-1.0578221803608285,-0.3590252957555458,-0.06049537658691406,0.22588539123535156,-0.0782035911662449,0.07353401184082031,0.6898651123046875,0.0022492033836620387,0.16058635711669922,0.0061054229736328125,0.15732469659145643,-0.03326749801635742,-0.0061054229736328125,-0.03554627228065346,2.124053955078125,-0.018314361572265625,2.0908950622555476,-0.5441751480102539,-0.0073261260986328125,-0.5444531531993232,-1.506256103515625,-0.0073261260986328125,-1.5019819665490903,0.1368098258972168,0.47008514404296875,0.06345060424155517,0.13489246368408203,-0.0061054229736328125,0.12870930221755708,-0.16538000106811523,0.0061054229736328125,-0.17606762579620744,0.017736434936523438,0.14041519165039062,0.004736668307291712,-2.1428451538085938,0.1892547607421875,-2.1148445712913437,-0.5373086929321289,0.05128288269042969,-0.5191006520628269,1.5096893310546875,-0.0073261260986328125,1.5094799719632994,0.0001437664031982422,0.0030689239501953125,4.695846170532804e-05,0.0,0.0,0.0
0.1810,1785806529.8540,ramp,0,0.095470,0.1275277574525061,-0.04576440099505893,-0.014997363853672351,-0.02743031270802021,0.13505037128925323,0.1419755220413208,-0.9802305102348328,0.09270858764648438,0.05494499206542969,0.06523982943004997,0.12990713119506836,0.16483497619628906,0.07014625557183067,0.02099609375,-0.05494499206542969,0.044806997999294794,0.5747551918029785,0.20146560668945312,0.48956896010275536,-0.3820514678955078,-0.20146560668945312,-0.2616465162831379,0.0789027214050293,-0.07936477661132812,0.14351602193145815,0.26873064041137695,0.10378456115722656,0.23939769200374658,0.1858968734741211,0.20146560668945312,0.13375527982178154,-0.18244552612304688,0.018314361572265625,-0.1569475540642693,0.4111967086791992,0.15262603759765625,0.3214449300372061,-0.4842514991760254,-0.27472496032714844,-0.3873701871685805,-0.24744653701782227,-0.3235645294189453,-0.20590577434808774,-0.10958194732666016,0.27472496032714844,-0.12902800577583137,-0.1289640415379716,-0.2181670766394376,-0.10104706218549087,-0.4749394177852708,-1.0554775837445916,-0.35812169903041036,-0.057619571685791016,0.03052520751953125,-0.07801994513485304,0.0859975814819336,0.6043949127197266,0.0020866442651496613,0.16058635711669922,0.0061054229736328125,0.15708431682603793,-0.03326749801635742,-0.03052520751953125,-0.036095800347804324,2.1236705780029297,-0.04273414611816406,2.0867902801010993,-0.5441751480102539,-0.0073261260986328125,-0.5444879703704009,-1.506256103515625,-0.0073261260986328125,-1.5013511267003028,0.1442880630493164,0.39682579040527344,0.06310026790359106,0.13489246368408203,-0.018314361572265625,0.12853528003760809,-0.1655716896057129,-0.018314361572265625,-0.17752623067004553,0.01927042007446289,0.018314361572265625,0.004261278041114396,-2.139777183532715,0.16483497619628906,-2.1098730169899023,-0.5365457534790039,0.0659332275390625,-0.5163903150830227,1.5096893310546875,-0.0073261260986328125,1.5094537519804065,0.0001437664031982422,0.0030689239501953125,4.6837772026242535e-05,0.0,0.0,0.0
